City,Company,Location,Reviews,Salary,Summary,Title,Indeed_Estimate
Phoenix,Maricopa County Community College District,"Phoenix, AZ",12,77602,Assists in monitoring data. 10% - Performs ad hoc data requests by creating queries or dashboards for requesters to be used in for Institutional Effectiveness...,Planning Research Analyst Sr (Open Until Filled),0
Phoenix,Arizona State University (ASU),"Tempe, AZ",2,52500,"John Sabo is the Founding Director of Future H2O, a member of the Faculty of Ecology, Evolution and Environmental Sciences, one of six faculty groups in SoLS,...",Post Doctoral Research Associate In Socio-Hydrology For Cris...,0
Phoenix,City of Scottsdale,"Scottsdale, AZ 85251 (South Scottsdale area)",50,70658,"If there are no applicants that meet all the minimum requirements for the Forensic Scientist II position, then this position may be under-filled as a Forensic...",Police Forensic Scientist Ii - Dna,0
Phoenix,Wells Fargo,"Chandler, AZ 85249",25031,138500,"3+ years of experience as a Data Scientist. Leadership experience including coaching, training, and mentoring Data Scientists....",Information Security Engineer 5 - Continuous Monitoring Comp...,1
Phoenix,REPAY,"Phoenix, AZ",,117000,To manipulate data and draw insights from large data sets. REPAY is looking for a Data Scientist to kickstart our REPAY Labs division....,Data Scientist - R / Python - Data Mining / Statistical Mode...,1
Phoenix,Honeywell,"Phoenix, AZ 85034 (Central City area)",5631,138500,"20 Mentor, Provide Technical Direction to Data Scientists. 20 Data Exploration. Work on all stages of data science projects from understanding data to...",Senior Data Scientist,1
Phoenix,Arizona Supreme Court,"Phoenix, AZ 85007 (Central City area)",13,62917,The position is required to perform operations that interact with multiple databases and the data warehouse to obtain data in a meaningful way and to consult...,Sr. Statistician - Specialist Vii (Job 2239),0
Phoenix,RevolutionParts,"Phoenix, AZ",,104500,"As a data scientist you’ll measure, analyze, and interpret user needs then identify opportunities to improve purchase conversion rates and average order size...",Ux Designer,1
Phoenix,SR International Inc.,"Phoenix, AZ",5,123500,Proven industry experience of atleast 2-3 years on Machine Learning projects / initiatives in the capacity of Data Scientist - Hands on experience on...,Data Scientist,1
Phoenix,Raps Consuling,"Phoenix, AZ",,102000,Job Title-Data Scientist*. Knowledge of ML models for time series data*. Knowledge of querying tools such as Hive for extracting data from SQL & no-SQL...,Data Scientist,1
Austin,Department of the Interior,"Austin, TX",514,47398,"Collect Scientific Data. Construct new data collection sites and field structures. Collect and properly archive stream-flow discharge, ground-water elevation,...","Hydrologic Technician, Gs-1316-05/06/07 (Deu-Perm-Jj)",0
Austin,Travis County,"Austin, TX",60,32945,"Collects and directs data gathering activities, including design and administration of program evaluation, analysis, gathering information and statistical data...",Educational Instructional Specialist,0
Austin,Strategic IT Staffing,"Austin, TX",4,133000,"Doing all this with an exceptional group of software engineers, data scientists, dev-ops engineers and managers....",Senior Devops Engineer,1
Austin,"Far Harbor, LLC","Austin, TX",,94000,"Familiarity with complex survey data (clustered sampling, oversampling). The Research Statistician will also perform data preparation and analysis for state...",Public Health Research Statistician,0
Austin,HuntSource,"Austin, TX",,107500,"Lead data science initiatives from discovery through deployment. Experience with algorithmic optimization, data mining, and advanced statistical analysis....",Machine Learning / Ai Engineer,0
Austin,Cerebri AI,"Austin, TX",,110000,"Experience with data governance and managing large data schemas. Experience with data curation (ETL, CRUD, audit) processes to transform data from a variety of...",Database Architect,0
Austin,DDMR,"Austin, TX",,70000,"You'll be dealing with very technical engineers, data scientists, business developers, and executives. As a Technical Product Manager you will be responsible...",Technical Product Manager - Data Services,0
Austin,DDMR,"Austin, TX",,70000,"You'll be dealing with very technical engineers, data scientists, business developers, and executives. We provide data and technology services to companies...",Technical Product Manager - Analytics Solutions,0
Austin,Interactive Resources,"Austin, TX",11,137500,"Product development engineer or scientist in a polymeric material-related position (minimum 7 years, preferably in a pharmaceutical/FDA-regulated environment)....",Principal Polymer Engineer,0
Austin,Prestige Staffing,"Austin, TX 78759 (Arboretum area)",127,120000,Responsible for coaching and leading the Data Scientists who work under you to solve problems through analytics and customer data. Data Science Manager....,Data Science Manager,0
Austin,Pisika,"Austin, TX 78758 (North Austin area)",,95000,"Build dashboards, data visualizations, and tools for online marketing. Write scripts to automate data processing and other recurring tasks....",Data Scientist,0
Austin,Prestige Staffing,"Austin, TX 78759 (Arboretum area)",127,125000,"Python, Lab, Data Science, consulting, computer science, AI, automation, principal data scientist. Masters/PhD in Physics, data science, industrial engineering,...",Data Scientist,0
Austin,Meador Staffing of Austin,"Austin, TX",,137500,"Experience in big data and machine learning systems, such as Spark, Scala etc. PhD, or MS in Statistics, Math, Physics or Computer Science or related fields,...",Online Marketing Scientist/Engineer,0
Austin,General Assembly,"Austin, TX",131,142500,"We are looking for a Data Scientist to facilitate our local class. You are eager to shape the skills, minds, and trajectories of the newest generation of data...",Lead Data Science Immersive Instructor,1
Austin,DMGT,"Austin, TX",3,116000,Senior Data Scientist. The Senior Data Scientist is a multi-disciplinary specialist. The A Player Data Scientist is the following:....,Senior Data Scientist,1
Austin,SparkCognition,"Austin, TX 78759 (Arboretum area)",3,110000,SparkCognition is seeking an innovative data scientist to join the DeepArmor team. Building automated tools that enable data scientists to more effectively...,Senior Data Scientist – Malware & Security,1
